fingerprint,model,feature_count,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,f1_mean,f1_std,f1_min,f1_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max
morgan_features,AdaBoost,2048,0.8532292623201714,0.0,0.8532292623201714,0.8532292623201714,0.76,0.0,0.76,0.76,0.8220338983050848,0.0,0.8220338983050848,0.8220338983050848,0.8434782608695652,0.0,0.8434782608695652,0.8434782608695652,0.8016528925619835,0.0,0.8016528925619835,0.8016528925619835
morgan_features,XGBoost,2048,0.8572084481175389,0.0,0.8572084481175389,0.8572084481175389,0.7771428571428571,0.0,0.7771428571428571,0.7771428571428571,0.8381742738589212,0.0,0.8381742738589212,0.8381742738589212,0.8416666666666667,0.0,0.8416666666666667,0.8416666666666667,0.8347107438016529,0.0,0.8347107438016529,0.8347107438016529
morgan_features,LightGBM,2048,0.8637894092439548,0.0,0.8637894092439548,0.8637894092439548,0.7942857142857143,0.0,0.7942857142857143,0.7942857142857143,0.8524590163934428,0.0,0.8524590163934428,0.8524590163934428,0.8455284552845529,0.0,0.8455284552845529,0.8455284552845529,0.859504132231405,0.0,0.859504132231405,0.859504132231405
morgan_features,SVM_linear,2048,0.7572696663605755,0.0,0.7572696663605755,0.7572696663605755,0.7485714285714286,0.0,0.7485714285714286,0.7485714285714286,0.8166666666666667,0.0,0.8166666666666667,0.8166666666666667,0.8235294117647058,0.0,0.8235294117647058,0.8235294117647058,0.8099173553719008,0.0,0.8099173553719008,0.8099173553719008
morgan_features,LogisticRegression,2048,0.8148148148148148,0.0,0.8148148148148148,0.8148148148148148,0.7428571428571429,0.0,0.7428571428571429,0.7428571428571429,0.8101265822784811,0.0,0.8101265822784811,0.8101265822784811,0.8275862068965517,0.0,0.8275862068965517,0.8275862068965517,0.7933884297520661,0.0,0.7933884297520661,0.7933884297520661
morgan_features,MLP,2048,0.827823691460055,0.0,0.827823691460055,0.827823691460055,0.76,0.0,0.76,0.76,0.8264462809917356,0.0,0.8264462809917356,0.8264462809917356,0.8264462809917356,0.0,0.8264462809917356,0.8264462809917356,0.8264462809917356,0.0,0.8264462809917356,0.8264462809917356
morgan_features,NaiveBayes,2048,0.6671258034894398,0.0,0.6671258034894398,0.6671258034894398,0.6,0.0,0.6,0.6,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.7865168539325843,0.0,0.7865168539325843,0.7865168539325843,0.5785123966942148,0.0,0.5785123966942148,0.5785123966942148
morgan_features,KNN,2048,0.8225436179981634,0.0,0.8225436179981634,0.8225436179981634,0.7542857142857143,0.0,0.7542857142857143,0.7542857142857143,0.8377358490566039,0.0,0.8377358490566039,0.8377358490566039,0.7708333333333334,0.0,0.7708333333333334,0.7708333333333334,0.9173553719008265,0.0,0.9173553719008265,0.9173553719008265
morgan_features,DecisionTree,2048,0.7874961738598102,0.0,0.7874961738598102,0.7874961738598102,0.7542857142857143,0.0,0.7542857142857143,0.7542857142857143,0.8122270742358079,0.0,0.8122270742358079,0.8122270742358079,0.8611111111111112,0.0,0.8611111111111112,0.8611111111111112,0.768595041322314,0.0,0.768595041322314,0.768595041322314

