SMILES,pchembl_value
NC(COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,8.5
NC1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,8.5
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,8.5
O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)C1CC1,8.49
Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,8.49
c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4nnc[nH]4)cc23)c1,8.48
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,8.47
COC(=N)c1nc2ccc3ncnc(Nc4ccc(C#N)cc4)c3c2s1,8.41
NC(COc1cncc(-c2cc3ccncc3s2)c1)Cc1c[nH]c2ccccc12,8.4
NC(COc1cncc(-c2ccc3c(c2)CC(=O)N3)c1)Cc1c[nH]c2ccccc12,8.4
Clc1cc(-c2c[nH]c3ncccc23)cc(NCc2ccccc2)n1,8.4
O=C1NCCc2[nH]c(-c3ccnc(-c4cnc5ccccc5c4)c3)cc21,8.4
Clc1cc(Cl)cc(CNc2nccc(-c3ccc4c(c3)OCO4)n2)c1,8.4
C[C@]12O[C@H]([C@H](O)[C@H](O)[C@H]1O)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4=O,8.4
COc1ccc2c(c1)CC(n1c(C)nc3ccc(-c4cc(N)nc(N)c4)nc31)C2,8.4
CCCCNC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN2CCOCC2)CC1,8.4
CC(C)Oc1cncc(C(=O)Nc2c[nH]nc2C(=O)Nc2ccc(OC3CCN(C)CC3)nc2)c1,8.4
O=C(Nc1c[nH]nc1-c1nc2c(-c3cccc(F)c3)cccc2[nH]1)c1cccnc1,8.4
O=C(Nc1ccc(CN2CCCC2)cc1)c1n[nH]cc1/C=C/c1cccnc1,8.4
O=C(Nc1ccc(OCCN2CCCC2)cc1)c1n[nH]cc1/C=C/c1cccnc1,8.4
Cc1n[nH]c2ccc(-c3cncc(OC[C@H](N)Cc4ccccc4)n3)cc12,8.4
O=C(N[C@H]1C[C@@H]1c1ccccc1)c1n[nH]c2ccc(-c3cccnc3)cc12,8.4
CN1CCC(Oc2ccc(NC(=O)c3n[nH]c4ccc(-c5ccc(N)nc5)cc34)cc2)CC1,8.4
O=C(Nc1ccnc(C(F)(F)F)c1)c1n[nH]c2ccc(-c3cncc(CN4CCCCC4)c3)cc12,8.4
O=C(Nc1ccc(OC(CO)CO)nc1)c1n[nH]c2ccc(-c3cncc(CN4CCCCC4)c3)cc12,8.4
CC(C)Oc1ccc(NC(=O)c2n[nH]c3ccc(-c4cncc(CN5CC6CC(C5)O6)c4)cc23)cn1,8.4
O=C(Nc1ccc(CN2CCCC2)cc1)c1n[nH]c2ccc(-c3cncnc3)cc12,8.4
O=C(Nc1ccc(CN2CCCC2)cc1)c1n[nH]c2ccc(-c3cnccn3)cc12,8.4
O=C(Nc1ccc(CN2CCCC2)cc1)c1n[nH]c2ccc(-c3cnn(C4CC4)c3)cc12,8.4
Cc1ncc(NC(=O)c2n[nH]c3ccc(-c4cnc(C)n4C)cc23)s1,8.4
O=C(Nc1cccnc1)c1n[nH]c2cnc(-c3cncc(CN4CCCCC4)c3)cc12,8.4
CN(C)C(=O)Nc1cncc(-c2cnc3[nH]nc(-c4nc5c(-c6cccc(F)c6)cncc5[nH]4)c3c2)c1,8.4
O=C(Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(N6CCCCC6)cncc5[nH]4)c3c2)c1)C1CCC1,8.4
CN1CCN(c2nccc3[nH]c(-c4n[nH]c5cc(F)c(-c6cnn(C)c6)cc45)nc23)CC1,8.4
Cc1ccc(-c2nccc3[nH]c(-c4n[nH]c5cnc(-c6cncc(N)c6)cc45)nc23)s1,8.4
CC(C)(C)CC(=O)Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6cccnc6)cncc5[nH]4)c3c2)c1,8.4
Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6ccncc6)nccc5[nH]4)c3c2)c1,8.4
CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6ccncc6)cncc5[nH]4)c3c2)c1,8.4
O=C(Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6ccncc6)cncc5[nH]4)c3c2)c1)C1CCC1,8.4
O=C(Nc1cncc(-c2cc3c(-c4cc5cnccc5[nH]4)n[nH]c3cn2)c1)C1CC1,8.4
c1cc2[nH]c(-c3n[nH]c4ccc(-c5cncc(CN6CCCCC6)c5)cc34)cc2cn1,8.4
c1cnc2[nH]c(-c3n[nH]c4ccc(-c5cncc(CN6CCCCC6)c5)cc34)cc2c1,8.4
c1cc2cc(-c3n[nH]c4ccc(-c5cncc(OCCN6CCCC6)c5)cc34)[nH]c2cn1,8.4
CN1CCN(c2cc(C(=O)Nc3cc4c(Cl)c(-c5cnn(C)c5)ccc4cn3)ccn2)CC1,8.4
Cn1ncc(-c2ccc3cnc(NC(=O)c4ccc(OC(F)F)cc4)cc3c2)c1CO,8.4
Cc1nnc(C(=O)Nc2cc3cc(-c4cncn4C)ccc3cn2)s1,8.4
Cc1ncc(-c2ccc3cnc(NC(=O)c4ccc(OC(C)C)cc4)cc3c2)n1C,8.4
CN1CCN(c2cc(C(=O)Nc3cc4cc(-c5cnc(N)s5)ccc4cn3)ccn2)CC1,8.4
O=C(Nc1cc2cc(-c3cncc(NC4CCNCC4)n3)ncc2cn1)C1CCOCC1,8.4
CN1CCCn2cc(nn2)-c2nccc3[nH]c(nc23)-c2n[nH]c3ccc(cc23)-c2cncc(c2)C1,8.4
Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCC1CCCCC1,8.4
O=C1NC(NC2CC23CCCCC3)=N/C1=C\c1ccc2ncsc2c1,8.4
CC(C)C[C@H](COC1CC1)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,8.4
CC(C)C[C@@H](CF)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,8.4
COC[C@H](NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1)c1ccccc1,8.4
COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)c(O)c4)c3c2s1,8.37
COC(=N)c1nc2ccc3ncnc(Nc4ccc5nc[nH]c5c4)c3c2s1,8.35
COc1cc2[nH]c(=O)c(C(=O)Nc3cc(C(=O)NC(CCN)c4ccsc4)ccc3Cl)cc2cn1,8.34
COC(=N)c1nc2ccc3ncnc(Nc4ccc(O)c([N+](=O)[O-])c4)c3c2s1,8.31
OC1CCCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)C1,8.3
COc1cc(C=C(C#N)c2nc3cc(C)ccc3[nH]2)c(Br)cc1O,8.3
Nc1nc(Cl)cc(-c2c[nH]c3ncccc23)n1,8.3
NCCC(NC(=O)c1ccc(Cl)c(NC(=O)c2cc3cnc(N4CC5CCC(C4)O5)nc3[nH]c2=O)c1)c1ccccc1,8.3
COCCc1cc2cc(C(=O)Nc3cc(C(=O)N[C@H](CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2cc1OC,8.3
CCCCCNC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,8.3
N#Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,8.3
COc1ccc(NC(=O)c2n[nH]cc2/C=C/c2cncc(CN3CCCCC3)c2)cn1,8.3
CC(C)OCCCNC(=O)c1n[nH]c2ccc(-c3cccnc3)cc12,8.3
CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5cncc(-c6cccc(F)c6)c5[nH]4)c3c2)c1,8.3
O=C(CC1CCNCC1)Nc1cncc(-c2cc3c(-c4nc5c(-c6cccc(F)c6)ccnc5[nH]4)n[nH]c3cn2)c1,8.3
CN(C)Cc1cncc(-c2cnc3[nH]nc(-c4nc5c(-c6cccc(F)c6)cncc5[nH]4)c3c2)c1,8.3
CN(C)CCOc1cncc(-c2cnc3[nH]nc(-c4nc5c(-c6cccc(F)c6)nccc5[nH]4)c3c2)c1,8.3
Fc1cccc(-c2cncc3[nH]c(-c4n[nH]c5cnc(-c6cncc(OC7CCNCC7)c6)cc45)nc23)c1,8.3
Cc1ncc(-c2cnc3[nH]nc(-c4nc5c(-c6cccc(F)c6)nccc5[nH]4)c3c2)n1C,8.3
Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccccc6F)ccnc5[nH]4)c3c2)c1,8.3
CC(C)(C)C(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cccnc6)cncc5[nH]4)c3c2)c1,8.3
CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(N6CCN(C)CC6)cccc5[nH]4)c3c2)c1,8.3
CN(C)CCNc1cc(F)cc(-c2cncc3[nH]c(-c4n[nH]c5ncc(-c6cccnc6)cc45)nc23)c1,8.3
CC(C)Nc1cncc(-c2cnc3[nH]nc(-c4nc5c(-c6cc(F)cc(NCCN(C)C)c6)nccc5[nH]4)c3c2)c1,8.3
Nc1cncc(-c2cc3c(-c4cc5c(-c6ccccc6F)nccc5[nH]4)n[nH]c3cn2)c1,8.3
CC(C)CC(=O)Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6cccnc6)ccnc5[nH]4)c3c2)c1,8.3
CC(C)(C)C(=O)Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6ccncc6)cncc5[nH]4)c3c2)c1,8.3
c1cncc(-c2cc3c(-c4cc5cccnc5[nH]4)n[nH]c3cn2)c1,8.3
c1cnc2cc(-c3n[nH]c4ccc(-c5cncc(CN6CCCCC6)c5)cc34)[nH]c2c1,8.3
CCC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(N6CCCCC6)nccc5[nH]4)c3c2)c1,8.3
CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(N6CCN(C)CC6)ccnc5[nH]4)c3n2)c1,8.3
CN1CCC(n2cc(C(=O)Nc3cc4cc(-c5cnc6cc[nH]c6c5)ccc4cn3)cn2)CC1,8.3
CC(C)OC(=O)N1CCC(n2cc(C(=O)Nc3cc4cc(-c5cnn(C)c5)ncc4cn3)cn2)CC1,8.3
O=C1COc2cccc(c2)-c2cncc3[nH]c(nc23)-c2n[nH]c3ccc(cc23)-c2cncc(c2)N1,8.3
Oc1ccc(-c2cnc3[nH]nc(-c4ccc(O)cc4)c3c2)cc1,8.3
Cc1nc(NCc2ncccc2F)c2c(-c3ccnc(N)c3)c[nH]c2n1,8.3
Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@@H](C)Oc1cccc(Br)n1,8.3
O=C1NC(NC2CCCCCCC2)=N/C1=C\c1ccc2ncsc2c1,8.3
O=C1NC(NC2CCCCC2(F)F)=N/C1=C\c1ccc2ncsc2c1,8.3
CC(=O)OC12CC3CC(CC(NC4=N/C(=C\c5ccc6ncsc6c5)C(=O)N4)(C3)C1)C2,8.3
O=C1NC(N[C@H]2c3ccccc3C[C@@H]2O)=N/C1=C\c1ccc2ncsc2c1,8.3
O=C1NC(N[C@H](CO)c2ccccc2)=N/C1=C\c1ccc2ncsc2c1,8.3
NCC(NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1)c1ccccc1,8.3
COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1,8.3
COC(=O)c1nc2ccc3ncnc(Nc4ccc(Cl)cc4Cl)c3c2s1,8.29
COc1ccc2c(c1)[nH]c1c(C)nccc12,8.26
NCC(Nc1nccc(-c2n[nH]c3nc(NCCN4CCOCC4)ncc23)n1)c1ccccc1,8.23
CCNc1cc(Nc2ccc(C(=O)N3CCC(N4CCOCC4)CC3)cc2OC)nc2[nH]cc(C(F)(F)F)c12,8.23
CCOC(=N)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,8.22
COC(=N)c1nc2ccc3ncnc(Nc4ccc(F)cc4)c3c2s1,8.22
CN1CCN(CCCNc2ncc3cc(C(=O)Nc4cc(C(=O)NC(CCN)c5ccccc5)ccc4Cl)c(=O)[nH]c3n2)CC1,8.22
COc1cc2[nH]c(=O)c(C(=O)Nc3cc(C(=O)NCc4cccc(Cl)c4)ccc3C)cc2cc1CCCN1CCOCC1,8.22
CNC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,8.22
CCNC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,8.22
CCCNC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,8.22
CC(C)CNC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,8.22
CCOC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1NC1CCN(C)CC1,8.22
Cc1n[nH]c2cc(F)c(-c3cncc(O[C@H]4CCNC[C@@H]4F)n3)cc12,8.22
O=C(Nc1cccnc1)c1n[nH]c2ncc(-c3cccnc3)cc12,8.22
O=C(Nc1cnccc1NC(=O)C1CC1)c1n[nH]c2ccc(-c3cccnc3)cc12,8.22
NC(=O)c1n[nH]c2ccc(-c3cncc(CN4CCCCC4)c3)cc12,8.22
CC(C)NC(=O)c1n[nH]c2ccc(-c3cncc(CN4CCC(F)(F)CC4)c3)cc12,8.22
Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccccc6F)nccc5[nH]4)c3c2)c1,8.22
O=C(Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cccnc6)cncc5[nH]4)c3c2)c1)c1ccccc1,8.22
FC1(F)CCN(Cc2cncc(-c3cc4c(-c5nc6c(N7CCCCC7)cncc6[nH]5)n[nH]c4cn3)c2)C1,8.22
Cc1ccncc1-c1cc2c(-c3nc4c(-c5cc(F)cc(CNS(C)(=O)=O)c5)cncc4[nH]3)n[nH]c2cn1,8.22
CC(C)C(=O)Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6cccnc6)cncc5[nH]4)c3c2)c1,8.22
CCCC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6ccncc6)cncc5[nH]4)c3c2)c1,8.22
O=C(Nc1cncc(-c2cc3c(-c4cc5cccnc5[nH]4)n[nH]c3cn2)c1)C1CC1,8.22
O=C(Nc1cncc(-c2ccc3[nH]nc(-c4cc5cccnc5[nH]4)c3c2)c1)C1CCCC1,8.22
Nc1cncc(-c2cc3c(-c4cc5c(N6CCCCC6)cncc5[nH]4)n[nH]c3cn2)c1,8.22
O=C(CC1CCNCC1)Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(N6CCCCC6)nccc5[nH]4)c3n2)c1,8.22
CCNCc1cncc(-c2cnc3[nH]nc(-c4cc5c(-c6cc(F)cc(CNS(C)(=O)=O)c6)cncc5[nH]4)c3c2)c1,8.22
CC#CC(=O)Nc1cc2cc(-c3cnn(C)c3)ccc2cn1,8.22
O=C(Nc1cc2cc(-c3cnn4c3CCNC4)ccc2cn1)c1ccc(OC(F)F)cc1,8.22
Cc1ncc(-c2ccc3cnc(NC(=O)C4(F)CC4)cc3c2)n1C,8.22
Cc1nc(OCc2ccsc2)c2c(-c3ccnc(N)c3)c[nH]c2n1,8.22
Cc1nc(NCc2ccccc2)c2c(-c3ccnc(N)c3)c[nH]c2n1,8.22
COCCCn1c(C)nc2ccc(-c3cc(N)nc(N)c3)nc21,8.22
Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCCC(F)(F)F,8.22
Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCOc1ccccn1,8.22
CC(C)Oc1ccc(F)c(-c2cnc(N)c(C(=O)Nc3cnccc3N3CCCC(C(=O)O)C3)n2)c1,8.22
Nc1ncc(-c2ccccc2)nc1C(=O)Nc1cnccc1N1CCC(C(=O)O)CC1,8.22
COc1ccc2c3ccnc(Cl)c3n(CC#N)c2c1,8.22
O=C1NC(NC2C3CC4CC(C3)CC2C4)=N/C1=C\c1ccc2ncsc2c1,8.22
O=C1NC(NCc2ccccc2C(F)(F)F)=N/C1=C\c1ccc2ncsc2c1,8.22
CCN1CCN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)CC1,8.21
COc1cc(C=C2SC(=S)NC2=O)ccc1O,8.2
c1ccc(CNc2nc3ccc(-c4ccncc4)cc3s2)cc1,8.2
CC(C)(CN)CNc1cc(-c2c[nH]c3ncccc23)cc(F)n1,8.2
Cn1cc(Nc2ncc(Br)c(Nc3ccccc3C(N)=O)n2)cn1,8.2
COc1cc(Nc2ncc([N+](=O)[O-])c(Nc3ccccc3C(N)=O)n2)cc(OC)c1OC,8.2
O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1ccccc1,8.2
CN(C)CCn1cc(-c2ccn3c(-c4ccc(C(N)=O)c(OCc5cccc(F)c5)c4)cnc3c2)cn1,8.19
CC(=O)Nc1ccc(-c2cnc3[nH]cc(-c4ccc(O)cc4)c3c2)cc1,8.18
c1cncc(CNc2nccc(-c3ccc4c(c3)OCO4)n2)c1,8.15
Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C1CC1,8.15
CCOC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN2CCOCC2)CC1,8.15
Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,8.15
COc1cncc(C(=O)Nc2c[nH]nc2C(=O)Nc2ccc(N3CCNCC3)nc2)c1,8.15
O=C(Nc1ccc(-c2ccccc2)nc1)c1n[nH]c2ccc(-c3cncc(CN4CCCCC4)c3)cc12,8.15
Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccccc6F)cncc5[nH]4)c3n2)c1,8.15
c1cncc(-c2cncc3[nH]c(-c4n[nH]c5ncc(-c6cncnc6)cc45)cc23)c1,8.15
c1cc2[nH]c(-c3n[nH]c4ncc(-c5cncc(CN6CCCCC6)c5)cc34)cc2cn1,8.15
CN1CCN(c2ccnc3[nH]c(-c4n[nH]c5ccc(-c6cncc(N)c6)cc45)cc23)CC1,8.15
CC(C)C(=O)Nc1cncc(-c2cnc3[nH]nc(-c4cc5c(N6CCN(C)CC6)nccc5[nH]4)c3c2)c1,8.15
CN1CCN(c2nccc3[nH]c(-c4n[nH]c5ncc(-c6cncc(NC(=O)C7CCCC7)c6)cc45)cc23)CC1,8.15
CN1CCN(c2cncc3[nH]c(-c4n[nH]c5ccc(-c6cncc(CNCc7ccccc7)c6)cc45)cc23)CC1,8.15
CN1CCN(c2cc(C(=O)Nc3cc4nc(-c5cnn(C)c5)ccc4cn3)ccn2)CC1,8.15
Cn1cc(-c2ccc3cnc(NC(=O)c4ccc5nccnc5c4)cc3n2)cn1,8.15
CN1CCC(n2cc(C(=O)Nc3ncc4ccc(-c5cncc6[nH]ccc56)cc4n3)cn2)CC1,8.15
CNc1nc(NCc2ncccn2)c2c(-c3ccc4ncccc4c3)c[nH]c2n1,8.15
CN1CC2CCC(C1)N2C(=O)Nc1cc2cc(-c3cnn(C)c3)ccc2cn1,8.15
Cc1nc(NCc2cccs2)c2c(-c3ccnc(N)c3)c[nH]c2n1,8.15
Cc1nc(NCc2ccsc2)c2c(-c3ccnc(N)c3)c[nH]c2n1,8.15
Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C(C)(C)C,8.15
Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@@H](C)Oc1ccccn1,8.15
CN1CCN(c2ccc(NC3=N/C(=C\C4=COc5ccccc5O4)C(=O)N3)cc2)CC1,8.15
Cn1cnc2ccc(/C=C3\N=C(NC45CC6CC(CC(C6)C4)C5)NC3=O)cc21,8.15
COC(CNC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1)C1CCCCC1,8.15
COC(=O)[C@H](C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,8.15
COC(=O)[C@@H](NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1)C(C)C,8.15
CN1CCN(c2ccc(NC3=N/C(=C\c4ccc5c(c4)OCCO5)C(=O)N3)cc2)CC1,8.15
O=C1NC(Nc2ccccc2)=N/C1=C\c1ccc2c(c1)OCO2,8.14
O=C1N=C(Nc2ccccc2)N=C1Cc1ccc2c(c1)OCO2,8.12
NC1CCCCC1Nc1nccc(-c2c[nH]c3ncccc23)n1,8.1
NC(COc1cncc(-c2ccc3[nH]c(=O)oc3c2)c1)Cc1c[nH]c2ccccc12,8.1
COc1cc(C=C(C#N)c2nc3ccccc3[nH]2)c(Br)cc1O,8.1
O=C1Nc2ccc3ncsc3c2C1=CNc1ccc(S(=O)(=O)Nc2ccccn2)cc1,8.1
COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,8.1
COC(=N)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCCO5)c3c2s1,8.1
c1cc(-c2cn(CCC3CC3)c3cnccc23)ccn1,8.1
CC(C)n1cc(-c2ccncc2)c2ccncc21,8.1
N=C1NC(=O)/C(=C/c2ccc3c(c2)CCO3)S1,8.1
Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@@H](C)Oc1ccccc1,8.1
COc1cncc(C(=O)Nc2c[nH]nc2C(=O)Nc2ccc3c(c2)CCNC3)c1,8.1
COc1cncc(C(=O)Nc2c[nH]nc2C(=O)Nc2ccc3c(c2)CCN(C)C3)c1,8.1
CCN(C)Cc1cncc(-c2cnc3[nH]nc(-c4nc5c(-c6cccc(F)c6)cncc5[nH]4)c3c2)c1,8.1
Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6ccccc6F)nccc5[nH]4)c3n2)c1,8.1
CC(C)(C)C(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(N6CCCCC6)cncc5[nH]4)c3c2)c1,8.1
Cc1cn(-c2cncc3[nH]c(-c4n[nH]c5ccc(-c6cncc(NC(=O)C7CCC7)c6)nc45)nc23)cn1,8.1
CCCC(=O)Nc1cncc(-c2cc3c(-c4nc5c(-c6ccsc6)cncc5[nH]4)n[nH]c3cn2)c1,8.1
Fc1ccc(-c2cncc3[nH]c(-c4n[nH]c5cnc(-c6cncc(CN7CCCC7)c6)cc45)nc23)s1,8.1
CCNCc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cc(F)cc(NCCN(C)C)c6)ccnc5[nH]4)c3n2)c1,8.1
Cc1ncc(-c2ccc3[nH]nc(-c4nc5c(-c6cc(F)cc(NCCN(C)C)c6)ccnc5[nH]4)c3n2)n1C,8.1
Nc1cncc(-c2ccc3[nH]nc(-c4cc5c(-c6ccncc6)ccnc5[nH]4)c3n2)c1,8.1
CC(C)(C)C(=O)Nc1cncc(-c2cc3c(-c4cc5c(-c6ccncc6)cncc5[nH]4)n[nH]c3cn2)c1,8.1
O=C(Cc1ccccc1)Nc1cncc(-c2ccc3[nH]nc(-c4cc5cnccc5[nH]4)c3c2)c1,8.1
Cn1cc(-c2cnc3[nH]nc(-c4cc5cccnc5[nH]4)c3c2)cn1,8.1
CN1CCN(c2cc(C(=O)Nc3ncc4ccc(-c5cnn(C)c5)cc4n3)ccn2)CC1,8.1
CN1CCC2(CC1)CN(c1cc(C(=O)Nc3cc4cc(-c5cnn(C)c5CN5CCCCC5)cnc4cn3)ccn1)C2,8.1
O=C(Nc1cc2cc(-c3cncs3)ccc2cn1)C1(F)CCCCC1,8.1
COc1ccc(-c2n[nH]c3ncc(-c4ccc(NC(C)=O)cc4)cc23)cc1,8.1
Cc1nc(NCc2c(F)cccc2F)c2c(-c3ccnc(N)n3)c[nH]c2n1,8.1
CCCCc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCCC,8.1
Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@H](C)Oc1ccccc1,8.1
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2ccc(F)cc2)CC1,8.09
COC(=N)c1nc2ccc3ncnc(Nc4ccc(O)c(F)c4)c3c2s1,8.06
COc1ccc2c(c1)[nH]c1c(Cl)nccc12,8.06
NCCC(NC(=O)c1ccc(Cl)c(NC(=O)c2cc3cnc(N4CCC(N)CC4)nc3[nH]c2=O)c1)c1ccccc1,8.05
COc1ncc2cc(C(=O)Nc3cc(C(=O)N[C@H](CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,8.05
COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,8.05
CCOC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](N)CC1,8.05
O=C(Nc1c[nH]nc1C(=O)Nc1ccc(N2CCCC2)nc1)c1cncc(OC2CCNCC2)c1,8.05
COc1cncc(C#Cc2c[nH]nc2C(=O)Nc2ccc(OC3CCN(C)CC3)nc2)c1,8.05
Cc1n[nH]c2ccc(-c3cncc(NC4CCNCC4)n3)cc12,8.05
CN1CCN(c2cncc3[nH]c(-c4n[nH]c5ccc(-c6cncc(N)c6)nc45)nc23)CC1,8.05
Cc1cn(-c2nccc3[nH]c(-c4n[nH]c5ccc(-c6cncc(NC(=O)CC(C)C)c6)cc45)nc23)cn1,8.05
CN(C)Cc1cncc(-c2cnc3[nH]nc(-c4nc5c(-c6cccs6)cncc5[nH]4)c3c2)c1,8.05
CC(C)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cc(F)cc(NCCN(C)C)c6)cncc5[nH]4)c3n2)c1,8.05
c1cncc(-c2cnc3[nH]nc(-c4cc5cccnc5[nH]4)c3c2)c1,8.05
CC(C)n1cc(C(=O)Nc2cc3cc(-c4cncn4C(C)C)ccc3cn2)cn1,8.05
O=C1CCc2cccc(c2)-c2cncc(c2)NC(=O)c2n[nH]c3ccc(cc23)-c2cncc(c2)CN1,8.05
CO[C@H]1CCC[C@H](NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)CC1,8.05
CC(C)(C)NC(=O)OC12CC3CC(CC(NC4=N/C(=C\c5ccc6ncsc6c5)C(=O)N4)(C3)C1)C2,8.05
Oc1ccc(-c2cnc3[nH]cc(-c4ccc(F)cc4)c3c2)cc1O,8.03
COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)cc4OC)c3c2s1,8.02
Cc1n[nH]c2ccc(-c3cncc(OCCN)c3)cc12,8
CN(C)CC(=O)NC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,8
CS(=O)(=O)NCCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,8
Cn1cc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cn1,8
O=C1NCCc2[nH]c(-c3ccnc(-c4ccccc4F)c3)cc21,8
FC(F)(F)c1cccc(Nc2nccc(-c3ccc4c(c3)OCO4)n2)c1,8
COCCn1cc(-c2ccncc2)c2ccncc21,8
